Description,Test,Project_name,File,Label
"Logger
should log an Error Message
","
            var flow = [{id: ""n1"", type: ""function"", wires: [[""n2""]], func: ""node.error('test');""}];
            helper.load(functionNode, flow, function () {
                var n1 = helper.getNode(""n1"");
                n1.receive({payload: ""foo"", topic: ""bar""});
                try {
                    helper.log().called.should.be.true();
                    var logEvents = helper.log().args.filter(function (evt) {
                        return evt[0].type == ""function"";
                    });
                    logEvents.should.have.length(1);
                    var msg = logEvents[0][0];
                    msg.should.have.property('level', helper.log().ERROR);
                    msg.should.have.property('id', 'n1');
                    msg.should.have.property('type', 'function');
                    msg.should.have.property('msg', 'test');
                    done();
                } catch (err) {
                    done(err);
                }
            });
        
",crudaz/mongodb-testing,https://github.com/crudaz/mongodb-testing/blob/master/node_modules/node-red-node-test-helper/examples/function_spec.js,-
"authenticate()
does not error on nonce collision if keys differ
","

            var reqSteve = {
                method: 'GET',
                url: '/resource/4?filter=a',
                host: 'example.com',
                port: 8080,
                authorization: 'Hawk id=""123"", ts=""1353788437"", nonce=""k3j4h2"", mac=""bXx7a7p1h9QYQNZ8x7QhvDQym8ACgab4m3lVSFn4DBw="", ext=""hello""'
            };

            var reqBob = {
                method: 'GET',
                url: '/resource/4?filter=a',
                host: 'example.com',
                port: 8080,
                authorization: 'Hawk id=""456"", ts=""1353788437"", nonce=""k3j4h2"", mac=""LXfmTnRzrLd9TD7yfH+4se46Bx6AHyhpM94hLCiNia4="", ext=""hello""'
            };

            var credentialsFuncion = function (id, callback) {

                var credentials = {
                    '123': {
                        id: id,
                        key: 'werxhqb98rpaxn39848xrunpaw3489ruxnpa98w4rxn',
                        algorithm: (id === '1' ? 'sha1' : 'sha256'),
                        user: 'steve'
                    },
                    '456': {
                        id: id,
                        key: 'xrunpaw3489ruxnpa98w4rxnwerxhqb98rpaxn39848',
                        algorithm: (id === '1' ? 'sha1' : 'sha256'),
                        user: 'bob'
                    }
                };

                return callback(null, credentials[id]);
            };

            var memoryCache = {};
            var options = {
                localtimeOffsetMsec: 1353788437000 - Hawk.utils.now(),
                nonceFunc: function (key, nonce, ts, callback) {

                    if (memoryCache[key + nonce]) {
                        return callback(new Error());
                    }

                    memoryCache[key + nonce] = true;
                    return callback();
                }
            };

            Hawk.server.authenticate(reqSteve, credentialsFuncion, options, function (err, credentials1, artifacts1) {

                expect(err).to.not.exist();
                expect(credentials1.user).to.equal('steve');

                Hawk.server.authenticate(reqBob, credentialsFuncion, options, function (err, credentials2, artifacts2) {

                    expect(err).to.not.exist();
                    expect(credentials2.user).to.equal('bob');
                    done();
                });
            });
        
",Sstobo/Jest-Testing,https://github.com/Sstobo/Jest-Testing/blob/master/node_modules/fsevents/node_modules/hawk/test/server.js,-
"input[type = number]
allows the HTML input attributes ""disabled"", ""max"", ""min"", ""name"", ""readonly"", ""required"", to be set
","
      let props = {
        inputType: 'number',
        labelText: 'test',
        isDisabled: true,
        numMax: 999,
        numMin: -999,
        inputName: 'test-input',
        isReadonly: true,
        isRequired: true,
        inputId: 'testId'
      };

      let wrapper = mountInput({
        propsData: props
      });

      let input = wrapper.vm.$el.querySelector('.bit-input--field');

      expect(input.disabled).toEqual(props.isDisabled);
      expect(parseInt(input.getAttribute('max'))).toEqual(props.numMax);
      expect(parseInt(input.getAttribute('min'))).toEqual(props.numMin);
      expect(input.required).toEqual(props.isRequired);
      expect(input.name).toEqual(props.inputName);
      expect(input.readOnly).toEqual(props.isReadonly);
      expect(input.id).toEqual(props.inputId);
    
",stangerjm/smart-x,https://github.com/stangerjm/smart-x/blob/master/Vue-components/__tests__/bit-input.spec.js,-
"(value)
passes when the actual matches the expected
","
      expect(wrapper.find('input')).to.have.value('test')
      expect(wrapper.find('textarea')).to.have.value('test')
      expect(wrapper.find('select')).to.have.value('test')
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/value.test.js,0
"with stream option enabled
persists styles between toHtml() invocations
","
            const text = ['\x1b[31mred', 'also red'];
            const result = '<span style=""color:#A00"">red</span><span style=""color:#A00"">also red</span>';

            return test(text, result, done, {stream: true});
        
",defikabulan/keranjang-ppl,https://github.com/defikabulan/keranjang-ppl/blob/master/node_modules/ansi-to-html/test/ansi_to_html.js,-
"authenticateMessage()
errors on invalid authorization (hash)
","

            credentialsFunc('123456', function (err, credentials1) {

                var auth = Hawk.client.message('example.com', 8080, 'some message', { credentials: credentials1 });
                delete auth.hash;

                Hawk.server.authenticateMessage('example.com', 8080, 'some message', auth, credentialsFunc, {}, function (err, credentials2) {

                    expect(err).to.exist();
                    expect(err.message).to.equal('Invalid authorization');
                    done();
                });
            });
        
",dineshselvantdm/twitter-web-app,https://github.com/dineshselvantdm/twitter-web-app/blob/master/node_modules/hawk/test/server.js,-
"subnet() method with mask length 31
should compute ipv4 network's last address
","
      assert.equal(ipv4Subnet.lastAddress, '192.168.1.135');
    
",ferdiemcdaniel/simple-jest-enzyme,https://github.com/ferdiemcdaniel/simple-jest-enzyme/blob/master/node_modules/ip/test/api-test.js,1
"`guessWord` action creator
`guessWord` was called once
","
    // create a mock function for `getSecretWord`
    guessWordMock = jest.fn();

    // set up Input, with guessWordMock as a prop
    wrapper = shallow(<UnconnectedInput guessWord={guessWordMock} />);

    // simulate the input
    wrapper.instance().inputBox.current = { value: guessedWord };

    // simulate click on submit button
    const submit = findByTestAttr(wrapper, ""submit-button"");
    submit.simulate(""click"", { preventDefault() {} });
  

    const guessWordCallCount = guessWordMock.mock.calls.length;
    expect(guessWordCallCount).toBe(1);
  
",alexsjcho/jotto-react-jest-enyzme-testing,https://github.com/alexsjcho/jotto-react-jest-enyzme-testing/blob/master/src/Input.test.js,1
"authenticate()
errors on an bad authorization header format
","

            var req = {
                method: 'GET',
                url: '/resource/4?filter=a',
                host: 'example.com',
                port: 8080,
                authorization: 'Hawk id=""123\\"", ts=""1353788437"", nonce=""k3j4h2"", mac=""/qwS4UjfVWMcUyW6EEgUH4jlr7T/wuKe3dKijvTvSos="", ext=""hello""'
            };

            Hawk.server.authenticate(req, credentialsFunc, { localtimeOffsetMsec: 1353788437000 - Hawk.utils.now() }, function (err, credentials, artifacts) {

                expect(err).to.exist();
                expect(err.output.payload.message).to.equal('Bad header format');
                done();
            });
        
",lexblagus/react-class-expensify,https://github.com/lexblagus/react-class-expensify/blob/master/node_modules/fsevents/node_modules/hawk/test/server.js,-
"Gameboard: receiveAttack() (Check if attack is valid)
Gameboard allows attack on a ship (3 attacks)
","
    const newGameboard = Gameboard(0, 8);
    const newShip = Ship(0, 4, [], false, 'horizontal');
    newGameboard.placeShip(newShip, [1, 3]);
    newGameboard.receiveAttack([1, 3]);
    expect(newShip.hits).toEqual([0]);
    expect(newGameboard.grid[1][3]).toBe('H');
    newGameboard.receiveAttack([1, 4]);
    expect(newShip.hits).toEqual([0, 1]);
    expect(newGameboard.grid[1][4]).toBe('H');
    newGameboard.receiveAttack([1, 5]);
    expect(newShip.hits).toEqual([0, 1, 2]);
    expect(newGameboard.grid[1][5]).toBe('H');
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/gameboard.test.js,0
"authenticate()
errors on an invalid authentication header: no scheme
","

            var req = {
                method: 'GET',
                url: '/resource/4?filter=a',
                host: 'example.com',
                port: 8080,
                authorization: '!@#'
            };

            Hawk.server.authenticate(req, credentialsFunc, { localtimeOffsetMsec: 1353788437000 - Hawk.utils.now() }, function (err, credentials, artifacts) {

                expect(err).to.exist();
                expect(err.output.payload.message).to.equal('Invalid header syntax');
                done();
            });
        
",Sstobo/Jest-Testing,https://github.com/Sstobo/Jest-Testing/blob/master/node_modules/fsevents/node_modules/hawk/test/server.js,-
"stream_length set to invalid value
sets Content-Length header to that value
","
      send_request({ stream_length: 5 }, function(err, resp) {
        should.exist(err);
        err.code.should.eql('ECONNRESET');
        done()
      })
    
",AnniePawl/JS-String-Library,https://github.com/AnniePawl/JS-String-Library/blob/master/node_modules/fsevents/node_modules/needle/test/request_stream_spec.js,0
"mediaQueries
should have an ""s"" breakpoint
","
    const Div = styled.div`
      ${mq.s`content: ""test"";`};
    `;
    const renderedComponent = shallow(<Div />);
    expect(toJson(renderedComponent)).toMatchSnapshot();
  
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/styles/templates/tests/mediaQueries.test.js,1
"<Requeriments />
Render h1 component
","
        expect(requeriments.find('.requerimentsText').text()).toEqual('requeriments.title')
    
",nkrowicki/woloxChallenge,https://github.com/nkrowicki/woloxChallenge/blob/master/src/__test__/components/Requeriments.test.js,-
"ComputerAI: getAlignmentAttack (Get the correct positions of the end points of ship parts discovered)
Attack is made south/bottom of the ship
","
    const size = 8;
    const newGameboardPlayer = Gameboard(0, size);
    const computerAI = ComputerAI(0);
    newGameboardPlayer.grid[2][3] = 'X';
    newGameboardPlayer.grid[3][3] = 'H';
    newGameboardPlayer.grid[4][3] = 'H';
    newGameboardPlayer.grid[5][3] = 'H';
    const alignmentObj = computerAI.getAlignment(newGameboardPlayer);
    const alignmentCoords = computerAI.getAlignmentAttack(
      newGameboardPlayer,
      alignmentObj[0],
      alignmentObj[1],
      alignmentObj[2],
    );
    expect(alignmentCoords).toStrictEqual([6, 3]);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/computerAI.test.js,1
"------------------------------- DELETE ROUTE------------------------------- 
[ DELETE 200 ] should give status of 200
","
    await request(server).post('/api/students/').send({
      name: 'mikko',
      cohort: 'web16',
    });
    const response = await request(server).delete('/api/students/2');
    expect(response.status).toBe(200);
  
",john2796/Server-Testing-jb,https://github.com/john2796/Server-Testing-jb/blob/master/students/student.test.js,1
"Sum function
to contain
","
     let arraycont = ['item1', 'item2', 'item3']
     expect(array.addItem4(arraycont)).toContain('item4')
   
",Paulo-Dandrea/fullStackChallenges,https://github.com/Paulo-Dandrea/fullStackChallenges/blob/master/Bloco9/jest/testes.test.js,0
"#timeout
should emit timeout event and execute the next task when a task timeout by default","var queue = SeqQueue.createQueue();
			var executedTaskCount = 0;
			var timeoutCount = 0;
			var onTimeoutCount = 0;
			//add timeout listener
			queue.on('timeout', function(task) {
				task.should.be.a('object');
				task.fn.should.be.a('function');
				timeoutCount++;
			});
			
			queue.push(function(task) {
				executedTaskCount++;
				//no task.done() invoke to cause a timeout
			}, function() {
				onTimeoutCount++;
			}).should.be.true;
			
			queue.push(function(task) {
				executedTaskCount++;
				task.done();
			}).should.be.true;
			
			setTimeout(function() {
				//wait all task finish
				executedTaskCount.should.be.equal(2);
				timeoutCount.should.be.equal(1);
				onTimeoutCount.should.be.equal(1);
				done();
			}, 4000);	//default timeout is 3s",,https://github.com/LaneriTiago/nodejs-tdd-jest/blob/master/node_modules/seq-queue/test/seq-queue-test.js,-
